# Helper Methods called multiple times: 1695
Helper Method Class: com.helger.commons.io.stream.NonClosingInputStream, Helper Method name: void close()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetLocaleFromString()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetLocaleFromString()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetLocaleFromString()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetLocaleFromString()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetLocaleFromString()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetLocaleFromString()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetLocaleFromString()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetCalculatedLocaleListForResolving()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetCalculatedLocaleListForResolving()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetCalculatedLocaleListForResolving()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetCalculatedLocaleListForResolving()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetCalculatedLocaleListForResolving()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetCalculatedLocaleListForResolving()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetCalculatedLocaleListForResolving()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetCalculatedLocaleListForResolving()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetCalculatedLocaleListForResolving()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetAllLocaleDisplayNames()
	Called from: com.helger.commons.locale.LocaleHelperTest, method: void testGetAllLocaleDisplayNames()
	Called from: com.helger.commons.locale.country.CountryCacheTest, method: void testResetCache()
	Called from: com.helger.commons.locale.country.CountryCacheTest, method: void testResetCache()
	Called from: com.helger.commons.locale.country.CountryCacheTest, method: void testGetCountry()
	Called from: com.helger.commons.locale.country.CountryCacheTest, method: void testGetCountry()
	Called from: com.helger.commons.text.resolve.DefaultTextResolverTest, method: void testGetText()
	Called from: com.helger.commons.text.resolve.DefaultTextResolverTest, method: void testGetText()
Helper Method Class: com.helger.commons.system.JavaVersionHelper, Helper Method name: int[] getAsUnifiedVersion(java.lang.String,java.lang.String)
	Called from: com.helger.commons.system.JavaVersionHelperTest, method: void testGetVersion()
	Called from: com.helger.commons.system.JavaVersionHelperTest, method: void testGetVersion()
Helper Method Class: com.helger.commons.mutable.MutableShort, Helper Method name: java.lang.String toString()
	Called from: com.helger.commons.typeconvert.TypeConverterTest, method: void testToString()
	Called from: com.helger.commons.mutable.MutableShortTest, method: void testMutableByte()
	Called from: com.helger.commons.mutable.MutableShortTest, method: void testMutableByte()
	Called from: com.helger.commons.typeconvert.TypeConverterTest, method: void testToString()
	Called from: com.helger.commons.typeconvert.TypeConverterTest, method: void testToString()
	Called from: com.helger.commons.typeconvert.TypeConverterTest, method: void testToString()
Helper Method Class: com.helger.commons.mutable.MutableLong, Helper Method name: com.helger.commons.state.EChange set(long)
	Called from: com.helger.commons.mutable.MutableLongTest, method: void testMutableLong()
	Called from: com.helger.commons.mutable.MutableLongTest, method: void testMutableLong()
	Called from: com.helger.commons.mutable.MutableLongTest, method: void testMutableLong()
	Called from: com.helger.commons.mutable.MutableLongTest, method: void testMutableLong()
	Called from: com.helger.commons.mutable.MutableLongTest, method: void testMutableLong()
Helper Method Class: com.helger.commons.collection.CollectionHelper, Helper Method name: com.helger.commons.collection.impl.CommonsLinkedHashMap newOrderedMap(java.lang.Object[],java.lang.Object[])
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewOrderedMap_ArrayArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewOrderedMap_ArrayArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewOrderedMap_ArrayArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewOrderedMap_ArrayArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewOrderedMap_ArrayArray()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: long[] getAllExceptLast(long[],int)
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptLast()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptLast()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptLast()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptLast()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptLast()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptLast()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: java.lang.Object[] getAllExceptFirst(java.lang.Object[])
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
Helper Method Class: com.helger.commons.format.FormatterStringSkipPrefixAndSuffix, Helper Method name: java.lang.String apply(java.lang.Object)
	Called from: com.helger.commons.format.FormatterStringSkipPrefixAndSuffixTest, method: void testAll()
	Called from: com.helger.commons.format.FormatterStringSkipPrefixAndSuffixTest, method: void testSuffix()
	Called from: com.helger.commons.format.FormatterStringSkipPrefixAndSuffixTest, method: void testSuffix()
	Called from: com.helger.commons.format.FormatterStringSkipPrefixAndSuffixTest, method: void testSuffix()
	Called from: com.helger.commons.format.FormatterStringSkipPrefixAndSuffixTest, method: void testSuffix()
	Called from: com.helger.commons.format.FormatterStringSkipPrefixAndSuffixTest, method: void testPrefix()
	Called from: com.helger.commons.format.FormatterStringSkipPrefixAndSuffixTest, method: void testPrefix()
	Called from: com.helger.commons.format.FormatterStringSkipPrefixAndSuffixTest, method: void testPrefix()
	Called from: com.helger.commons.format.FormatterStringSkipPrefixAndSuffixTest, method: void testPrefix()
	Called from: com.helger.commons.format.FormatterStringSkipPrefixAndSuffixTest, method: void testAll()
	Called from: com.helger.commons.format.FormatterStringSkipPrefixAndSuffixTest, method: void testAll()
	Called from: com.helger.commons.format.FormatterStringSkipPrefixAndSuffixTest, method: void testAll()
Helper Method Class: com.helger.commons.io.file.FileOperationManager, Helper Method name: com.helger.commons.io.file.FileIOError deleteDirRecursive(java.io.File)
	Called from: com.helger.commons.supplementary.test.java.JavaFileAccessFuncTest, method: void testAccessRights()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursive()
Helper Method Class: com.helger.commons.collection.CollectionHelper, Helper Method name: java.lang.Object removeLastElement(java.util.List)
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testFirstAndLast()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testFirstAndLast()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testFirstAndLast()
Helper Method Class: com.helger.commons.datetime.PDTFactory, Helper Method name: java.time.LocalDate createLocalDate(java.util.Date)
	Called from: com.helger.commons.datetime.PDTFactoryTest, method: void testCreateLocalDate()
	Called from: com.helger.commons.datetime.PDTFactoryTest, method: void testCreateLocalDate()
Helper Method Class: com.helger.commons.collection.CollectionHelper$getValue__169, Helper Method name: java.lang.Object apply(java.lang.Object)
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
Helper Method Class: com.helger.commons.io.resource.ClassPathResource, Helper Method name: java.lang.String getResourceID()
	Called from: com.helger.commons.typeconvert.IOTypeConverterRegistrarTest, method: void testConvert()
	Called from: com.helger.commons.io.resource.ClassPathResourceTest, method: void testValidFolder()
	Called from: com.helger.commons.io.resource.ClassPathResourceTest, method: void testValidRootWithPrefixShort()
	Called from: com.helger.commons.io.resource.ClassPathResourceTest, method: void testValidRootWithPrefixLong()
	Called from: com.helger.commons.io.resource.ClassPathResourceTest, method: void testValidRoot()
	Called from: com.helger.commons.io.resourceprovider.ClassPathResourceProviderTest, method: void testNoPrefix()
	Called from: com.helger.commons.typeconvert.IOTypeConverterRegistrarTest, method: void testConvert()
Helper Method Class: com.helger.commons.regex.RegExHelper, Helper Method name: com.helger.commons.collection.impl.ICommonsList getSplitToList(java.lang.CharSequence,java.lang.String,int)
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListWithLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListWithLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListWithLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListWithLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListWithLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListWithLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListWithLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListWithLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListWithLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListWithLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListWithLimit()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testSplitToListWithLimit()
Helper Method Class: com.helger.commons.io.file.EFileIOErrorCode, Helper Method name: com.helger.commons.io.file.EFileIOErrorCode getFromIDOrNull(int)
	Called from: com.helger.commons.io.file.EFileIOErrorCodeTest, method: void testAll()
	Called from: com.helger.commons.io.file.EFileIOErrorCodeTest, method: void testAll()
	Called from: com.helger.commons.io.file.EFileIOErrorCodeTest, method: void testAll()
Helper Method Class: com.helger.commons.regex.RegExHelper, Helper Method name: boolean isValidPattern(java.lang.String)
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testIsValidPattern()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testIsValidPattern()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testIsValidPattern()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testIsValidPattern()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testIsValidPattern()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testIsValidPattern()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testIsValidPattern()
	Called from: com.helger.commons.regex.RegExHelperTest, method: void testIsValidPattern()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: java.lang.Object[] getCopy(java.lang.Object[],int,int)
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetCopy()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetCopy()
Helper Method Class: com.helger.commons.system.EJavaVersion, Helper Method name: com.helger.commons.system.EJavaVersion getFromMajorAndMinor(int,int)
	Called from: com.helger.commons.system.EJavaVersionTest, method: void testBasic()
	Called from: com.helger.commons.system.EJavaVersionTest, method: void testBasic()
Helper Method Class: com.helger.commons.collection.CollectionHelper, Helper Method name: java.lang.Object removeFirstElement(java.util.List)
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testFirstAndLast()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testFirstAndLast()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testFirstAndLast()
Helper Method Class: com.helger.commons.locale.language.LanguageCache, Helper Method name: void reinitialize()
	Called from: com.helger.commons.locale.language.LanguageCacheTest, method: void testResetCache()
	Called from: com.helger.commons.locale.language.LanguageCacheTest, method: void testResetCache()
Helper Method Class: com.helger.commons.codec.Base32Codec, Helper Method name: int getMaximumEncodedLength(int)
	Called from: com.helger.commons.codec.Base32CodecTest, method: void testGetEncodedLength()
	Called from: com.helger.commons.codec.Base32CodecTest, method: void testGetEncodedLength()
	Called from: com.helger.commons.codec.Base32CodecTest, method: void testGetEncodedLength()
	Called from: com.helger.commons.codec.Base32CodecTest, method: void testGetEncodedLength()
	Called from: com.helger.commons.codec.Base32CodecTest, method: void testGetEncodedLength()
Helper Method Class: com.helger.commons.collection.PrimitiveCollectionHelper, Helper Method name: com.helger.commons.collection.impl.CommonsLinkedHashSet newPrimitiveOrderedSet(byte[])
	Called from: com.helger.commons.collection.PrimitiveCollectionHelperTest, method: void testNewByteContainer()
	Called from: com.helger.commons.collection.PrimitiveCollectionHelperTest, method: void testNewByteContainer()
Helper Method Class: com.helger.commons.lang.MockGenericInvoke, Helper Method name: int getStaticNoArgs()
	Called from: com.helger.commons.lang.GenericReflectionTest, method: void testInvokeStaticMethod()
	Called from: com.helger.commons.lang.GenericReflectionTest, method: void testInvokeStaticMethod()
	Called from: com.helger.commons.lang.GenericReflectionTest, method: void testInvokeStaticMethod()
Helper Method Class: com.helger.commons.vendor.VendorInfo, Helper Method name: void setInceptionYear(int)
	Called from: com.helger.commons.vendor.VendorInfoTest, method: void testInceptionYear()
	Called from: com.helger.commons.vendor.VendorInfoTest, method: void testInceptionYear()
Helper Method Class: com.helger.commons.io.misc.SizeHelper, Helper Method name: java.lang.String getAsGB(long)
	Called from: com.helger.commons.io.misc.SizeHelperTest, method: void testGetAsGB()
	Called from: com.helger.commons.io.misc.SizeHelperTest, method: void testGetAsGB()
Helper Method Class: com.helger.commons.lang.MockICloneable, Helper Method name: com.helger.commons.lang.MockICloneable getClone()
	Called from: com.helger.commons.lang.CloneHelperTest, method: void testGetClonedValue()
	Called from: com.helger.commons.lang.CloneHelperTest, method: void testGetClonedValue()
	Called from: com.helger.commons.lang.CloneHelperTest, method: void testGetClonedValue()
Helper Method Class: com.helger.commons.string.StringHelper, Helper Method name: java.lang.String getUntilFirstExcl(java.lang.String,java.lang.String)
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetUntilFirstExcl()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetUntilFirstExcl()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetUntilFirstExcl()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetUntilFirstExcl()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetUntilFirstExcl()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetUntilFirstExcl()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetUntilFirstExcl()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetUntilFirstExcl()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetUntilFirstExcl()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetUntilFirstExcl()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetUntilFirstExcl()
	Called from: com.helger.commons.string.StringHelperTest, method: void testGetUntilFirstExcl()
Helper Method Class: com.helger.commons.text.util.ABNF, Helper Method name: boolean isDQuote(int)
	Called from: com.helger.commons.text.util.ABNFTest, method: void testIsDQuote()
	Called from: com.helger.commons.text.util.ABNFTest, method: void testIsDQuote()
Helper Method Class: com.helger.commons.lang.MockGenericInvoke, Helper Method name: int getTwoArgs()
	Called from: com.helger.commons.lang.GenericReflectionTest, method: void testInvokeMethod()
	Called from: com.helger.commons.lang.GenericReflectionTest, method: void testInvokeMethod()
	Called from: com.helger.commons.lang.GenericReflectionTest, method: void testInvokeMethod()
Helper Method Class: com.helger.commons.thirdparty.CustomLicense, Helper Method name: com.helger.commons.version.Version getVersion()
	Called from: com.helger.commons.thirdparty.CustomLicenseTest, method: void testAll()
	Called from: com.helger.commons.thirdparty.CustomLicenseTest, method: void testAll()
Helper Method Class: com.helger.commons.locale.LocaleCache, Helper Method name: com.helger.commons.collection.impl.ICommonsList getAllLocales()
	Called from: com.helger.commons.locale.LocaleCacheTest, method: void testGetAllLocales()
	Called from: com.helger.commons.typeconvert.TypeConverterTest, method: void testLocale()
	Called from: com.helger.commons.datetime.PDTFormatterTest, method: void testGetForPattern()
	Called from: com.helger.commons.datetime.PDTFormatterTest, method: void testGetDefaultFormatter()
	Called from: com.helger.commons.datetime.PDTFormatPatternsTest, method: void testGetPattern()
	Called from: com.helger.commons.locale.LocaleCacheTest, method: void testGetAllLocales()
Helper Method Class: com.helger.commons.collection.CollectionHelper, Helper Method name: java.util.Set makeUnmodifiableNotNull(java.util.Set)
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testMakeUnmodifiableNotNull()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testMakeUnmodifiableNotNull()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testMakeUnmodifiableNotNull()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testMakeUnmodifiableNotNull()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testMakeUnmodifiableNotNull()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testMakeUnmodifiableNotNull()
Helper Method Class: com.helger.commons.collection.CollectionHelper, Helper Method name: com.helger.commons.collection.impl.CommonsTreeMap newSortedMap(java.util.Collection,java.util.Collection)
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewSortedMap_CollectionCollection()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewSortedMap_CollectionCollection()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewSortedMap_CollectionCollection()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewSortedMap_CollectionCollection()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewSortedMap_CollectionCollection()
Helper Method Class: com.helger.commons.string.StringHelper, Helper Method name: java.lang.String getLeadingZero(int,int)
	Called from: com.helger.commons.string.StringHelperTest, method: void testLeadingZero()
	Called from: com.helger.commons.string.StringHelperTest, method: void testLeadingZero()
	Called from: com.helger.commons.string.StringHelperTest, method: void testLeadingZero()
	Called from: com.helger.commons.string.StringHelperTest, method: void testLeadingZero()
	Called from: com.helger.commons.string.StringHelperTest, method: void testLeadingZero()
	Called from: com.helger.commons.string.StringHelperTest, method: void testLeadingZero()
	Called from: com.helger.commons.string.StringHelperTest, method: void testLeadingZero()
	Called from: com.helger.commons.string.StringHelperTest, method: void testLeadingZero()
	Called from: com.helger.commons.string.StringHelperTest, method: void testLeadingZero()
	Called from: com.helger.commons.string.StringHelperTest, method: void testLeadingZero()
	Called from: com.helger.commons.string.StringHelperTest, method: void testLeadingZero()
Helper Method Class: com.helger.commons.mutable.MutableBigDecimal, Helper Method name: double doubleValue()
	Called from: com.helger.commons.locale.LocaleParserTest, method: void testParse()
	Called from: com.helger.commons.locale.LocaleParserTest, method: void testParse()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: int getSize(int[])
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testSize()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testSize()
Helper Method Class: com.helger.commons.collection.CollectionHelper, Helper Method name: com.helger.commons.collection.impl.ICommonsOrderedMap getSortedByKey(java.util.Map,java.util.Comparator)
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testGetSortedByKey()
	Called from: com.helger.commons.supplementary.test.java.JavaListDigestProviderFuncTest, method: void testListAllDigestProvider()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testGetSortedByKey()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testGetSortedByKey()
Helper Method Class: com.helger.commons.math.MathHelper, Helper Method name: long getLongDividedCeil(long,long)
	Called from: com.helger.commons.math.MathHelperTest, method: void testLongDivide()
	Called from: com.helger.commons.math.MathHelperTest, method: void testLongDivide()
	Called from: com.helger.commons.math.MathHelperTest, method: void testLongDivide()
	Called from: com.helger.commons.math.MathHelperTest, method: void testLongDivide()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: short[] getCopy(short[])
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetCopy()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetCopy()
Helper Method Class: com.helger.commons.collection.CollectionHelper, Helper Method name: com.helger.commons.collection.impl.CommonsTreeMap newSortedMap(java.util.Map)
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewSortedMap_CollectionCollection()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewSortedMap_CollectionCollection()
Helper Method Class: com.helger.commons.state.ETriState, Helper Method name: com.helger.commons.state.ETriState[] values()
	Called from: com.helger.commons.state.ETriStateTest, method: void testAll()
	Called from: com.helger.commons.state.ETriStateTest, method: void testAll()
Helper Method Class: com.helger.commons.string.util.RomanNumeral, Helper Method name: java.lang.String intToRomanString(int)
	Called from: com.helger.commons.string.util.RomanNumeralTest, method: void testBasic()
	Called from: com.helger.commons.string.util.RomanNumeralTest, method: void testAll()
	Called from: com.helger.commons.string.util.RomanNumeralTest, method: void testBasic()
	Called from: com.helger.commons.string.util.RomanNumeralTest, method: void testBasic()
	Called from: com.helger.commons.string.util.RomanNumeralTest, method: void testBasic()
	Called from: com.helger.commons.string.util.RomanNumeralTest, method: void testBasic()
Helper Method Class: com.helger.commons.collection.CollectionHelper, Helper Method name: com.helger.commons.collection.impl.CommonsHashSet newSet(java.lang.Iterable)
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewSetIterable()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNew()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewSetIterable()
Helper Method Class: com.helger.commons.concurrent.collector.ConcurrentCollectorSingle, Helper Method name: com.helger.commons.concurrent.collector.ConcurrentCollectorSingle setPerformer(com.helger.commons.concurrent.collector.IConcurrentPerformer)
	Called from: com.helger.commons.concurrent.collector.ConcurrentCollectorSingleTest, method: void testCtor()
	Called from: com.helger.commons.concurrent.collector.ConcurrentCollectorSingleTest, method: void testCtor()
Helper Method Class: com.helger.commons.text.util.TextHelper, Helper Method name: com.helger.commons.text.MultilingualText create_DE_EN(java.lang.String,java.lang.String)
	Called from: com.helger.commons.text.MultilingualTextTest, method: void testCtor()
	Called from: com.helger.commons.text.MultilingualTextTest, method: void testQuotes()
	Called from: com.helger.commons.text.MultilingualTextTest, method: void testQuotes()
	Called from: com.helger.commons.text.MultilingualTextTest, method: void testQuotes()
	Called from: com.helger.commons.text.MultilingualTextTest, method: void testQuotes()
	Called from: com.helger.commons.text.MultilingualTextTest, method: void testQuotes()
	Called from: com.helger.commons.text.MultilingualTextTest, method: void testQuotes()
	Called from: com.helger.commons.text.MultilingualTextTest, method: void testQuotes()
	Called from: com.helger.commons.text.MultilingualTextTest, method: void testIsEmpty()
	Called from: com.helger.commons.text.MultilingualTextTest, method: void testGetTextWithArgs()
	Called from: com.helger.commons.text.MultilingualTextTest, method: void testGetText()
Helper Method Class: com.helger.commons.mutable.MutableLong, Helper Method name: boolean isEven()
	Called from: com.helger.commons.mutable.MutableLongTest, method: void testMutableLong()
	Called from: com.helger.commons.mutable.MutableLongTest, method: void testMutableLong()
	Called from: com.helger.commons.mutable.MutableLongTest, method: void testMutableLong()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: int getFirstIndex(int[],int)
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetIndex()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetIndex()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetIndex()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: boolean[] getAllExceptFirst(boolean[],int)
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetAllExceptFirst()
Helper Method Class: com.helger.commons.datetime.PDTFactory, Helper Method name: java.time.LocalTime getCurrentLocalTime()
	Called from: com.helger.commons.datetime.PDTFromStringTest, method: void testDefaultToStringAndBack()
	Called from: com.helger.commons.typeconvert.DateTimeTypeConverterRegistrarTest, method: void testConvertIntoEachOther()
	Called from: com.helger.commons.typeconvert.DateTimeTypeConverterRegistrarTest, method: void testLocalTime()
	Called from: com.helger.commons.typeconvert.DateTimeTypeConverterRegistrarTest, method: void testLocalTime()
Helper Method Class: com.helger.commons.io.file.FileHelper, Helper Method name: boolean existsDir(java.io.File)
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCopyDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCopyDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCopyDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCopyDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCopyDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testDeleteDirIfExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testDeleteDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursive()
